event_id,timestamp,citizen_id,location_id,event_type,flagged,severity,duration_seconds
EVT-202601-000001,2026-01-08 11:43:43,PR-02805,LOC-012,ANPR,N,0,7
EVT-202601-000002,2026-01-19 19:05:39,PR-00074,LOC-003,CCTV-FR,N,0,67
EVT-202601-000003,2026-01-17 14:00:59,PR-02279,LOC-001,ANPR,N,0,8
EVT-202601-000004,2026-01-17 23:43:25,PR-00005,LOC-023,ANPR,N,0,2
EVT-202601-000005,2026-01-02 15:29:41,PR-01504,LOC-006,Smartcard,N,0,1
EVT-202601-000006,2026-01-10 01:18:14,PR-01931,LOC-027,Biometric,N,0,6
EVT-202601-000007,2026-01-20 12:28:44,PR-02999,LOC-015,CCTV-FR,Y,4,106
EVT-202601-000008,2026-01-02 10:04:05,PR-00341,LOC-022,CCTV-FR,Y,3,1
EVT-202601-000009,2026-01-27 03:31:35,PR-00210,LOC-002,ANPR,N,0,1
EVT-202601-000010,2026-01-01 11:03:09,PR-02976,LOC-006,Smartcard,N,0,5
EVT-202601-000011,2026-01-06 21:48:59,PR-02316,LOC-016,CCTV-FR,N,0,175
EVT-202601-000012,2026-01-22 05:39:57,PR-00233,LOC-001,ANPR,N,0,6
EVT-202601-000013,2026-01-09 20:29:43,PR-02558,LOC-016,CCTV-FR,N,0,170
EVT-202601-000014,2026-01-08 19:27:20,PR-01368,LOC-021,CCTV-FR,N,0,116
EVT-202601-000015,2026-01-27 05:22:09,PR-01267,LOC-009,ANPR,N,0,5
EVT-202601-000016,2026-01-06 01:18:05,PR-02741,LOC-021,CCTV-FR,N,0,29
EVT-202601-000017,2026-01-15 09:02:50,PR-01431,LOC-007,CCTV-FR,N,0,94
EVT-202601-000018,2026-01-29 06:15:29,PR-00381,LOC-029,Biometric,N,0,4
EVT-202601-000019,2026-01-14 12:47:36,PR-01820,LOC-026,Smartcard,N,0,8
EVT-202601-000020,2026-01-04 23:43:57,PR-01554,LOC-018,Geolocation,N,0,2
EVT-202601-000021,2026-01-11 15:49:05,PR-02172,LOC-011,Smartcard,N,0,8
EVT-202601-000022,2026-01-22 01:51:23,PR-01234,LOC-020,Utilities,N,0,7
EVT-202601-000023,2026-01-03 08:17:37,PR-02115,LOC-017,CCTV-FR,N,0,132
EVT-202601-000024,2026-01-11 16:25:10,PR-02465,LOC-026,Smartcard,N,0,1
EVT-202601-000025,2026-01-15 08:16:21,PR-02761,LOC-012,ANPR,Y,2,7
EVT-202601-000026,2026-01-09 11:48:15,PR-00857,LOC-006,Smartcard,N,0,8
EVT-202601-000027,2026-01-04 03:05:44,PR-02422,LOC-004,Biometric,N,0,6
EVT-202601-000028,2026-01-03 17:16:26,PR-02839,LOC-028,ANPR,N,0,6
EVT-202601-000029,2026-01-27 05:04:15,PR-02444,LOC-008,ANPR,N,0,7
EVT-202601-000030,2026-01-22 06:03:52,PR-00483,LOC-017,CCTV-FR,N,0,178
EVT-202601-000031,2026-01-09 22:59:54,PR-00814,LOC-021,CCTV-FR,N,0,11
EVT-202601-000032,2026-01-22 13:16:09,PR-00640,LOC-005,Biometric,N,0,8
EVT-202601-000033,2026-01-11 10:18:34,PR-02715,LOC-001,ANPR,N,0,8
EVT-202601-000034,2026-01-04 22:39:09,PR-02245,LOC-028,ANPR,N,0,5
EVT-202601-000035,2026-01-09 19:46:34,PR-01928,LOC-022,CCTV-FR,N,0,79
EVT-202601-000036,2026-01-10 05:37:15,PR-01584,LOC-001,ANPR,N,0,2
EVT-202601-000037,2026-01-18 08:43:30,PR-01974,LOC-024,ANPR,N,0,3
EVT-202601-000038,2026-01-14 02:29:11,PR-00331,LOC-009,ANPR,N,0,1
EVT-202601-000039,2026-01-27 05:27:28,PR-00414,LOC-020,Utilities,N,0,7
EVT-202601-000040,2026-01-17 16:41:39,PR-02539,LOC-030,Biometric,N,0,8
EVT-202601-000041,2026-01-10 08:21:32,PR-01928,LOC-011,Smartcard,N,0,8
EVT-202601-000042,2026-01-08 08:00:07,PR-01208,LOC-003,CCTV-FR,N,0,35
EVT-202601-000043,2026-01-19 22:13:26,PR-02958,LOC-030,Biometric,N,0,1
EVT-202601-000044,2026-01-31 19:27:11,PR-02832,LOC-011,Smartcard,N,0,6
EVT-202601-000045,2026-01-23 18:13:16,PR-02718,LOC-003,CCTV-FR,N,0,64
EVT-202601-000046,2026-01-05 08:53:33,PR-02114,LOC-004,Biometric,N,0,5
EVT-202601-000047,2026-01-08 13:46:50,PR-01961,LOC-020,Utilities,N,0,7
EVT-202601-000048,2026-01-12 13:35:51,PR-00487,LOC-003,CCTV-FR,N,0,34
EVT-202601-000049,2026-01-08 01:51:29,PR-02873,LOC-030,Biometric,Y,2,5
EVT-202601-000050,2026-01-04 12:02:08,PR-00955,LOC-008,ANPR,N,0,8
EVT-202601-000051,2026-01-10 07:15:03,PR-02604,LOC-030,Biometric,N,0,8
EVT-202601-000052,2026-01-26 20:45:48,PR-02766,LOC-006,Smartcard,N,0,2
EVT-202601-000053,2026-01-21 20:10:18,PR-02200,LOC-014,CCTV-FR,N,0,91
EVT-202601-000054,2026-01-28 02:51:51,PR-01714,LOC-007,CCTV-FR,N,0,161
EVT-202601-000055,2026-01-18 22:00:31,PR-00314,LOC-007,CCTV-FR,N,0,48
EVT-202601-000056,2026-01-16 17:48:51,PR-02284,LOC-029,Biometric,Y,1,2
EVT-202601-000057,2026-01-29 09:22:39,PR-01307,LOC-023,ANPR,N,0,6
EVT-202601-000058,2026-01-13 07:22:27,PR-02104,LOC-013,Smartcard,N,0,5
EVT-202601-000059,2026-01-30 00:10:40,PR-00328,LOC-017,CCTV-FR,N,0,175
EVT-202601-000060,2026-01-11 04:04:10,PR-02140,LOC-006,Smartcard,N,0,7
EVT-202601-000061,2026-01-02 10:53:39,PR-01773,LOC-019,Geolocation,N,0,151
EVT-202601-000062,2026-01-17 09:11:34,PR-02928,LOC-020,Utilities,N,0,3
EVT-202601-000063,2026-01-18 09:28:56,PR-02838,LOC-027,Biometric,Y,1,4
EVT-202601-000064,2026-01-08 21:10:52,PR-00325,LOC-022,CCTV-FR,N,0,143
EVT-202601-000065,2026-01-26 23:48:55,PR-01886,LOC-003,CCTV-FR,Y,3,5
EVT-202601-000066,2026-01-14 12:33:27,PR-00852,LOC-028,ANPR,N,0,3
EVT-202601-000067,2026-01-28 23:30:34,PR-01813,LOC-030,Biometric,N,0,7
EVT-202601-000068,2026-01-22 10:11:30,PR-02219,LOC-023,ANPR,Y,2,7
EVT-202601-000069,2026-01-08 04:00:32,PR-00120,LOC-024,ANPR,N,0,8
EVT-202601-000070,2026-01-08 08:28:05,PR-01839,LOC-018,Geolocation,N,0,2
EVT-202601-000071,2026-01-22 17:14:52,PR-01666,LOC-006,Smartcard,N,0,6
EVT-202601-000072,2026-01-12 15:15:21,PR-02608,LOC-023,ANPR,N,0,3
EVT-202601-000073,2026-01-05 14:31:41,PR-00791,LOC-021,CCTV-FR,N,0,10
EVT-202601-000074,2026-01-11 06:21:33,PR-00230,LOC-009,ANPR,N,0,8
EVT-202601-000075,2026-01-31 04:49:29,PR-00895,LOC-002,ANPR,N,0,3
